,picture,classnumber,date
39,dataset\2019012000.jpg,1,2019012000
40,dataset\2019012012.jpg,1,2019012012
41,dataset\2019012100.jpg,1,2019012100
42,dataset\2019012112.jpg,1,2019012112
43,dataset\2019012200.jpg,1,2019012200
44,dataset\2019012212.jpg,1,2019012212
45,dataset\2019012300.jpg,1,2019012300
46,dataset\2019012312.jpg,1,2019012312
47,dataset\2019012400.jpg,1,2019012400
48,dataset\2019012412.jpg,1,2019012412
49,dataset\2019012500.jpg,1,2019012500
50,dataset\2019012512.jpg,5,2019012512
51,dataset\2019012600.jpg,1,2019012600
52,dataset\2019012612.jpg,0,2019012612
53,dataset\2019012700.jpg,1,2019012700
54,dataset\2019012712.jpg,5,2019012712
55,dataset\2019012800.jpg,5,2019012800
56,dataset\2019012812.jpg,0,2019012812
57,dataset\2019012900.jpg,5,2019012900
58,dataset\2019012912.jpg,1,2019012912
59,dataset\2019013000.jpg,1,2019013000
60,dataset\2019013012.jpg,3,2019013012
61,dataset\2019013100.jpg,1,2019013100
62,dataset\2019013112.jpg,0,2019013112
63,dataset\2019020100.jpg,0,2019020100
64,dataset\2019020112.jpg,1,2019020112
65,dataset\2019020200.jpg,5,2019020200
66,dataset\2019020212.jpg,1,2019020212
67,dataset\2019020300.jpg,1,2019020300
68,dataset\2019020312.jpg,5,2019020312
69,dataset\2019020400.jpg,1,2019020400
70,dataset\2019020412.jpg,1,2019020412
71,dataset\2019020500.jpg,5,2019020500
72,dataset\2019020512.jpg,5,2019020512
73,dataset\2019020600.jpg,0,2019020600
74,dataset\2019020612.jpg,0,2019020612
75,dataset\2019020700.jpg,5,2019020700
76,dataset\2019020712.jpg,5,2019020712
77,dataset\2019020800.jpg,1,2019020800
78,dataset\2019020812.jpg,1,2019020812
79,dataset\2019020900.jpg,1,2019020900
80,dataset\2019020912.jpg,5,2019020912
81,dataset\2019021000.jpg,1,2019021000
82,dataset\2019021012.jpg,1,2019021012
83,dataset\2019021100.jpg,1,2019021100
84,dataset\2019021112.jpg,0,2019021112
85,dataset\2019021200.jpg,1,2019021200
86,dataset\2019021212.jpg,1,2019021212
87,dataset\2019021300.jpg,1,2019021300
88,dataset\2019021312.jpg,0,2019021312
89,dataset\2019021400.jpg,1,2019021400
90,dataset\2019021412.jpg,1,2019021412
91,dataset\2019021500.jpg,1,2019021500
92,dataset\2019021512.jpg,1,2019021512
93,dataset\2019021600.jpg,1,2019021600
94,dataset\2019021612.jpg,1,2019021612
95,dataset\2019021700.jpg,1,2019021700
96,dataset\2019021712.jpg,1,2019021712
97,dataset\2019021800.jpg,1,2019021800
98,dataset\2019021812.jpg,1,2019021812
99,dataset\2019021900.jpg,1,2019021900
100,dataset\2019021912.jpg,1,2019021912
101,dataset\2019022000.jpg,1,2019022000
102,dataset\2019022012.jpg,1,2019022012
103,dataset\2019022100.jpg,1,2019022100
104,dataset\2019022112.jpg,1,2019022112
105,dataset\2019022200.jpg,5,2019022200
106,dataset\2019022212.jpg,1,2019022212
107,dataset\2019022300.jpg,1,2019022300
108,dataset\2019022312.jpg,1,2019022312
109,dataset\2019022400.jpg,1,2019022400
110,dataset\2019022412.jpg,1,2019022412
111,dataset\2019022500.jpg,1,2019022500
112,dataset\2019022512.jpg,1,2019022512
113,dataset\2019022600.jpg,1,2019022600
114,dataset\2019022612.jpg,1,2019022612
115,dataset\2019022700.jpg,1,2019022700
116,dataset\2019022712.jpg,1,2019022712
117,dataset\2019022800.jpg,1,2019022800
118,dataset\2019022812.jpg,1,2019022812
119,dataset\2019030100.jpg,1,2019030100
120,dataset\2019030112.jpg,1,2019030112
121,dataset\2019030200.jpg,1,2019030200
122,dataset\2019030212.jpg,1,2019030212
123,dataset\2019030300.jpg,1,2019030300
124,dataset\2019030312.jpg,1,2019030312
125,dataset\2019030400.jpg,1,2019030400
126,dataset\2019030412.jpg,1,2019030412
127,dataset\2019030500.jpg,1,2019030500
128,dataset\2019030512.jpg,1,2019030512
129,dataset\2019030600.jpg,1,2019030600
130,dataset\2019030612.jpg,1,2019030612
131,dataset\2019030700.jpg,0,2019030700
132,dataset\2019030712.jpg,5,2019030712
133,dataset\2019030800.jpg,1,2019030800
134,dataset\2019030812.jpg,1,2019030812
135,dataset\2019030900.jpg,1,2019030900
136,dataset\2019030912.jpg,1,2019030912
137,dataset\2019031000.jpg,1,2019031000
138,dataset\2019031012.jpg,1,2019031012
139,dataset\2019031100.jpg,0,2019031100
140,dataset\2019031112.jpg,0,2019031112
141,dataset\2019031200.jpg,1,2019031200
142,dataset\2019031212.jpg,1,2019031212
143,dataset\2019031300.jpg,1,2019031300
144,dataset\2019031312.jpg,1,2019031312
145,dataset\2019031400.jpg,1,2019031400
146,dataset\2019031412.jpg,1,2019031412
147,dataset\2019031500.jpg,1,2019031500
148,dataset\2019031512.jpg,1,2019031512
149,dataset\2019031600.jpg,1,2019031600
150,dataset\2019031612.jpg,0,2019031612
151,dataset\2019031700.jpg,1,2019031700
152,dataset\2019031712.jpg,5,2019031712
153,dataset\2019031800.jpg,5,2019031800
154,dataset\2019031812.jpg,5,2019031812
155,dataset\2019031900.jpg,1,2019031900
156,dataset\2019031912.jpg,1,2019031912
157,dataset\2019032000.jpg,1,2019032000
158,dataset\2019032012.jpg,5,2019032012
159,dataset\2019032100.jpg,1,2019032100
160,dataset\2019032112.jpg,1,2019032112
161,dataset\2019032200.jpg,1,2019032200
162,dataset\2019032212.jpg,1,2019032212
163,dataset\2019032300.jpg,1,2019032300
164,dataset\2019032312.jpg,0,2019032312
165,dataset\2019032400.jpg,1,2019032400
166,dataset\2019032412.jpg,5,2019032412
167,dataset\2019032500.jpg,1,2019032500
168,dataset\2019032512.jpg,0,2019032512
169,dataset\2019032600.jpg,5,2019032600
170,dataset\2019032612.jpg,5,2019032612
171,dataset\2019032700.jpg,5,2019032700
172,dataset\2019032712.jpg,5,2019032712
173,dataset\2019032800.jpg,1,2019032800
174,dataset\2019032812.jpg,5,2019032812
175,dataset\2019032900.jpg,1,2019032900
176,dataset\2019032912.jpg,5,2019032912
177,dataset\2019033000.jpg,0,2019033000
178,dataset\2019033012.jpg,0,2019033012
179,dataset\2019033100.jpg,5,2019033100
180,dataset\2019033112.jpg,5,2019033112
181,dataset\2019040100.jpg,1,2019040100
182,dataset\2019040112.jpg,5,2019040112
183,dataset\2019040200.jpg,1,2019040200
184,dataset\2019040212.jpg,0,2019040212
185,dataset\2019040300.jpg,1,2019040300
186,dataset\2019040312.jpg,5,2019040312
187,dataset\2019040400.jpg,5,2019040400
188,dataset\2019040412.jpg,5,2019040412
189,dataset\2019040500.jpg,5,2019040500
190,dataset\2019040512.jpg,5,2019040512
191,dataset\2019040600.jpg,1,2019040600
192,dataset\2019040612.jpg,1,2019040612
193,dataset\2019040700.jpg,5,2019040700
194,dataset\2019040712.jpg,5,2019040712
195,dataset\2019040800.jpg,5,2019040800
196,dataset\2019040812.jpg,5,2019040812
197,dataset\2019040900.jpg,5,2019040900
198,dataset\2019040912.jpg,5,2019040912
199,dataset\2019041000.jpg,5,2019041000
200,dataset\2019041012.jpg,5,2019041012
201,dataset\2019041100.jpg,0,2019041100
202,dataset\2019041112.jpg,5,2019041112
203,dataset\2019041200.jpg,5,2019041200
204,dataset\2019041212.jpg,5,2019041212
205,dataset\2019041300.jpg,5,2019041300
206,dataset\2019041312.jpg,5,2019041312
207,dataset\2019041400.jpg,5,2019041400
208,dataset\2019041412.jpg,5,2019041412
209,dataset\2019041500.jpg,5,2019041500
210,dataset\2019041512.jpg,5,2019041512
211,dataset\2019041600.jpg,5,2019041600
212,dataset\2019041612.jpg,5,2019041612
213,dataset\2019041700.jpg,0,2019041700
214,dataset\2019041712.jpg,5,2019041712
215,dataset\2019041800.jpg,5,2019041800
216,dataset\2019041812.jpg,5,2019041812
217,dataset\2019041900.jpg,5,2019041900
218,dataset\2019041912.jpg,1,2019041912
219,dataset\2019042000.jpg,5,2019042000
220,dataset\2019042012.jpg,5,2019042012
221,dataset\2019042100.jpg,5,2019042100
222,dataset\2019042112.jpg,5,2019042112
223,dataset\2019042200.jpg,5,2019042200
224,dataset\2019042212.jpg,5,2019042212
225,dataset\2019042300.jpg,5,2019042300
226,dataset\2019042312.jpg,5,2019042312
227,dataset\2019042400.jpg,5,2019042400
228,dataset\2019042412.jpg,5,2019042412
229,dataset\2019042500.jpg,5,2019042500
230,dataset\2019042512.jpg,5,2019042512
231,dataset\2019042600.jpg,5,2019042600
232,dataset\2019042612.jpg,5,2019042612
233,dataset\2019042700.jpg,5,2019042700
234,dataset\2019042712.jpg,5,2019042712
235,dataset\2019042800.jpg,5,2019042800
236,dataset\2019042812.jpg,5,2019042812
237,dataset\2019042900.jpg,1,2019042900
238,dataset\2019042912.jpg,5,2019042912
239,dataset\2019043000.jpg,5,2019043000
240,dataset\2019043012.jpg,5,2019043012
241,dataset\2019050100.jpg,5,2019050100
242,dataset\2019050112.jpg,5,2019050112
243,dataset\2019050200.jpg,5,2019050200
244,dataset\2019050212.jpg,5,2019050212
245,dataset\2019050300.jpg,5,2019050300
246,dataset\2019050312.jpg,5,2019050312
247,dataset\2019050400.jpg,5,2019050400
248,dataset\2019050412.jpg,5,2019050412
249,dataset\2019050500.jpg,5,2019050500
250,dataset\2019050512.jpg,5,2019050512
251,dataset\2019050600.jpg,5,2019050600
252,dataset\2019050612.jpg,5,2019050612
253,dataset\2019050700.jpg,5,2019050700
254,dataset\2019050712.jpg,5,2019050712
255,dataset\2019050800.jpg,1,2019050800
256,dataset\2019050812.jpg,5,2019050812
257,dataset\2019050900.jpg,5,2019050900
258,dataset\2019050912.jpg,5,2019050912
259,dataset\2019051000.jpg,5,2019051000
260,dataset\2019051012.jpg,5,2019051012
261,dataset\2019051100.jpg,1,2019051100
262,dataset\2019051112.jpg,1,2019051112
263,dataset\2019051200.jpg,5,2019051200
264,dataset\2019051212.jpg,5,2019051212
265,dataset\2019051300.jpg,5,2019051300
266,dataset\2019051312.jpg,1,2019051312
267,dataset\2019051400.jpg,5,2019051400
268,dataset\2019051412.jpg,5,2019051412
269,dataset\2019051500.jpg,5,2019051500
270,dataset\2019051512.jpg,1,2019051512
271,dataset\2019051600.jpg,5,2019051600
272,dataset\2019051612.jpg,5,2019051612
273,dataset\2019051700.jpg,5,2019051700
274,dataset\2019051712.jpg,5,2019051712
275,dataset\2019051800.jpg,1,2019051800
276,dataset\2019051812.jpg,1,2019051812
277,dataset\2019051900.jpg,5,2019051900
278,dataset\2019051912.jpg,5,2019051912
279,dataset\2019052000.jpg,5,2019052000
280,dataset\2019052012.jpg,5,2019052012
281,dataset\2019052100.jpg,5,2019052100
282,dataset\2019052112.jpg,5,2019052112
283,dataset\2019052200.jpg,5,2019052200
284,dataset\2019052212.jpg,5,2019052212
285,dataset\2019052300.jpg,5,2019052300
286,dataset\2019052312.jpg,5,2019052312
287,dataset\2019052400.jpg,5,2019052400
288,dataset\2019052412.jpg,5,2019052412
289,dataset\2019052500.jpg,1,2019052500
290,dataset\2019052512.jpg,1,2019052512
291,dataset\2019052600.jpg,1,2019052600
292,dataset\2019052612.jpg,5,2019052612
293,dataset\2019052700.jpg,5,2019052700
294,dataset\2019052712.jpg,5,2019052712
295,dataset\2019052800.jpg,5,2019052800
296,dataset\2019052812.jpg,5,2019052812
297,dataset\2019052900.jpg,5,2019052900
298,dataset\2019052912.jpg,5,2019052912
299,dataset\2019053000.jpg,5,2019053000
300,dataset\2019053012.jpg,5,2019053012
301,dataset\2019053100.jpg,0,2019053100
302,dataset\2019053112.jpg,5,2019053112
303,dataset\2019060100.jpg,5,2019060100
304,dataset\2019060112.jpg,5,2019060112
305,dataset\2019060200.jpg,1,2019060200
306,dataset\2019060212.jpg,5,2019060212
307,dataset\2019060300.jpg,5,2019060300
308,dataset\2019060312.jpg,5,2019060312
309,dataset\2019060400.jpg,1,2019060400
310,dataset\2019060412.jpg,5,2019060412
311,dataset\2019060500.jpg,5,2019060500
312,dataset\2019060512.jpg,0,2019060512
313,dataset\2019060600.jpg,5,2019060600
314,dataset\2019060612.jpg,5,2019060612
315,dataset\2019060700.jpg,5,2019060700
316,dataset\2019060712.jpg,5,2019060712
317,dataset\2019060800.jpg,5,2019060800
318,dataset\2019060812.jpg,5,2019060812
319,dataset\2019060900.jpg,5,2019060900
320,dataset\2019060912.jpg,0,2019060912
321,dataset\2019061000.jpg,0,2019061000
322,dataset\2019061012.jpg,0,2019061012
323,dataset\2019061100.jpg,0,2019061100
324,dataset\2019061112.jpg,0,2019061112
325,dataset\2019061200.jpg,5,2019061200
326,dataset\2019061212.jpg,5,2019061212
327,dataset\2019061300.jpg,5,2019061300
328,dataset\2019061312.jpg,5,2019061312
329,dataset\2019061400.jpg,1,2019061400
330,dataset\2019061412.jpg,5,2019061412
331,dataset\2019061500.jpg,5,2019061500
332,dataset\2019061512.jpg,5,2019061512
333,dataset\2019061600.jpg,5,2019061600
334,dataset\2019061612.jpg,5,2019061612
335,dataset\2019061700.jpg,5,2019061700
336,dataset\2019061712.jpg,5,2019061712
337,dataset\2019061800.jpg,5,2019061800
338,dataset\2019061812.jpg,5,2019061812
339,dataset\2019061900.jpg,5,2019061900
340,dataset\2019061912.jpg,5,2019061912
341,dataset\2019062000.jpg,5,2019062000
342,dataset\2019062012.jpg,5,2019062012
343,dataset\2019062100.jpg,5,2019062100
344,dataset\2019062112.jpg,5,2019062112
345,dataset\2019062200.jpg,5,2019062200
346,dataset\2019062212.jpg,5,2019062212
347,dataset\2019062300.jpg,5,2019062300
348,dataset\2019062312.jpg,5,2019062312
349,dataset\2019062400.jpg,5,2019062400
350,dataset\2019062412.jpg,5,2019062412
351,dataset\2019062500.jpg,5,2019062500
352,dataset\2019062512.jpg,5,2019062512
353,dataset\2019062600.jpg,5,2019062600
354,dataset\2019062612.jpg,5,2019062612
355,dataset\2019062700.jpg,5,2019062700
356,dataset\2019062712.jpg,1,2019062712
357,dataset\2019062800.jpg,5,2019062800
358,dataset\2019062812.jpg,5,2019062812
359,dataset\2019062900.jpg,5,2019062900
360,dataset\2019062912.jpg,5,2019062912
361,dataset\2019063000.jpg,5,2019063000
362,dataset\2019063012.jpg,5,2019063012
363,dataset\2019070100.jpg,5,2019070100
364,dataset\2019070112.jpg,5,2019070112
365,dataset\2019070200.jpg,5,2019070200
366,dataset\2019070212.jpg,5,2019070212
367,dataset\2019070300.jpg,5,2019070300
368,dataset\2019070312.jpg,5,2019070312
369,dataset\2019070400.jpg,1,2019070400
370,dataset\2019070412.jpg,5,2019070412
371,dataset\2019070500.jpg,5,2019070500
372,dataset\2019070512.jpg,5,2019070512
373,dataset\2019070600.jpg,5,2019070600
374,dataset\2019070612.jpg,5,2019070612
375,dataset\2019070700.jpg,5,2019070700
376,dataset\2019070712.jpg,5,2019070712
377,dataset\2019070800.jpg,5,2019070800
378,dataset\2019070812.jpg,0,2019070812
379,dataset\2019070900.jpg,5,2019070900
380,dataset\2019070912.jpg,5,2019070912
381,dataset\2019071000.jpg,5,2019071000
382,dataset\2019071012.jpg,1,2019071012
383,dataset\2019071100.jpg,5,2019071100
384,dataset\2019071112.jpg,5,2019071112
385,dataset\2019071200.jpg,5,2019071200
386,dataset\2019071212.jpg,5,2019071212
387,dataset\2019071300.jpg,0,2019071300
388,dataset\2019071312.jpg,5,2019071312
389,dataset\2019071400.jpg,5,2019071400
390,dataset\2019071412.jpg,5,2019071412
391,dataset\2019071500.jpg,5,2019071500
392,dataset\2019071512.jpg,5,2019071512
393,dataset\2019071600.jpg,5,2019071600
394,dataset\2019071612.jpg,5,2019071612
395,dataset\2019071700.jpg,5,2019071700
396,dataset\2019071712.jpg,0,2019071712
397,dataset\2019071800.jpg,5,2019071800
398,dataset\2019071812.jpg,5,2019071812
399,dataset\2019071900.jpg,5,2019071900
400,dataset\2019071912.jpg,5,2019071912
401,dataset\2019072000.jpg,5,2019072000
402,dataset\2019072012.jpg,5,2019072012
403,dataset\2019072100.jpg,5,2019072100
404,dataset\2019072112.jpg,5,2019072112
405,dataset\2019072200.jpg,5,2019072200
406,dataset\2019072212.jpg,5,2019072212
407,dataset\2019072300.jpg,5,2019072300
408,dataset\2019072312.jpg,5,2019072312
409,dataset\2019072400.jpg,5,2019072400
410,dataset\2019072412.jpg,5,2019072412
411,dataset\2019072500.jpg,5,2019072500
412,dataset\2019072512.jpg,5,2019072512
413,dataset\2019072600.jpg,5,2019072600
414,dataset\2019072612.jpg,5,2019072612
415,dataset\2019072700.jpg,5,2019072700
416,dataset\2019072712.jpg,5,2019072712
417,dataset\2019072800.jpg,5,2019072800
418,dataset\2019072812.jpg,5,2019072812
419,dataset\2019072900.jpg,5,2019072900
420,dataset\2019072912.jpg,1,2019072912
421,dataset\2019073000.jpg,1,2019073000
422,dataset\2019073012.jpg,5,2019073012
423,dataset\2019073100.jpg,5,2019073100
424,dataset\2019073112.jpg,5,2019073112
425,dataset\2019080100.jpg,5,2019080100
426,dataset\2019080112.jpg,5,2019080112
427,dataset\2019080200.jpg,5,2019080200
428,dataset\2019080212.jpg,5,2019080212
429,dataset\2019080300.jpg,5,2019080300
430,dataset\2019080312.jpg,5,2019080312
431,dataset\2019080400.jpg,5,2019080400
432,dataset\2019080412.jpg,5,2019080412
433,dataset\2019080500.jpg,5,2019080500
434,dataset\2019080512.jpg,5,2019080512
435,dataset\2019080600.jpg,5,2019080600
436,dataset\2019080612.jpg,5,2019080612
437,dataset\2019080700.jpg,5,2019080700
438,dataset\2019080712.jpg,5,2019080712
439,dataset\2019080800.jpg,5,2019080800
440,dataset\2019080812.jpg,5,2019080812
441,dataset\2019080900.jpg,5,2019080900
442,dataset\2019080912.jpg,5,2019080912
443,dataset\2019081000.jpg,5,2019081000
444,dataset\2019081012.jpg,5,2019081012
445,dataset\2019081100.jpg,5,2019081100
446,dataset\2019081112.jpg,5,2019081112
447,dataset\2019081200.jpg,5,2019081200
448,dataset\2019081212.jpg,5,2019081212
449,dataset\2019081300.jpg,5,2019081300
450,dataset\2019081312.jpg,5,2019081312
451,dataset\2019081400.jpg,5,2019081400
452,dataset\2019081412.jpg,5,2019081412
453,dataset\2019081500.jpg,5,2019081500
454,dataset\2019081512.jpg,5,2019081512
455,dataset\2019081600.jpg,0,2019081600
456,dataset\2019081612.jpg,5,2019081612
457,dataset\2019081700.jpg,5,2019081700
458,dataset\2019081712.jpg,5,2019081712
459,dataset\2019081800.jpg,5,2019081800
460,dataset\2019081812.jpg,5,2019081812
461,dataset\2019081900.jpg,5,2019081900
462,dataset\2019081912.jpg,1,2019081912
463,dataset\2019082000.jpg,1,2019082000
464,dataset\2019082012.jpg,5,2019082012
465,dataset\2019082100.jpg,5,2019082100
466,dataset\2019082112.jpg,5,2019082112
467,dataset\2019082200.jpg,5,2019082200
468,dataset\2019082212.jpg,5,2019082212
469,dataset\2019082300.jpg,5,2019082300
470,dataset\2019082312.jpg,5,2019082312
471,dataset\2019082400.jpg,5,2019082400
472,dataset\2019082412.jpg,5,2019082412
473,dataset\2019082500.jpg,1,2019082500
474,dataset\2019082512.jpg,1,2019082512
475,dataset\2019082600.jpg,1,2019082600
476,dataset\2019082612.jpg,0,2019082612
477,dataset\2019082700.jpg,5,2019082700
478,dataset\2019082712.jpg,5,2019082712
479,dataset\2019082800.jpg,5,2019082800
480,dataset\2019082812.jpg,5,2019082812
481,dataset\2019082900.jpg,5,2019082900
482,dataset\2019082912.jpg,5,2019082912
483,dataset\2019083000.jpg,1,2019083000
484,dataset\2019083012.jpg,5,2019083012
485,dataset\2019083100.jpg,5,2019083100
486,dataset\2019083112.jpg,5,2019083112
487,dataset\2019090100.jpg,5,2019090100
488,dataset\2019090112.jpg,5,2019090112
489,dataset\2019090200.jpg,5,2019090200
490,dataset\2019090212.jpg,5,2019090212
491,dataset\2019090300.jpg,5,2019090300
492,dataset\2019090312.jpg,5,2019090312
493,dataset\2019090400.jpg,5,2019090400
494,dataset\2019090412.jpg,5,2019090412
495,dataset\2019090500.jpg,5,2019090500
496,dataset\2019090512.jpg,5,2019090512
497,dataset\2019090600.jpg,5,2019090600
498,dataset\2019090612.jpg,5,2019090612
499,dataset\2019090700.jpg,5,2019090700
500,dataset\2019090712.jpg,5,2019090712
501,dataset\2019090800.jpg,5,2019090800
502,dataset\2019090812.jpg,5,2019090812
503,dataset\2019090900.jpg,5,2019090900
504,dataset\2019090912.jpg,5,2019090912
505,dataset\2019091000.jpg,5,2019091000
506,dataset\2019091012.jpg,5,2019091012
507,dataset\2019091100.jpg,5,2019091100
508,dataset\2019091112.jpg,5,2019091112
509,dataset\2019091200.jpg,5,2019091200
510,dataset\2019091212.jpg,5,2019091212
511,dataset\2019091300.jpg,5,2019091300
512,dataset\2019091312.jpg,5,2019091312
513,dataset\2019091400.jpg,0,2019091400
514,dataset\2019091412.jpg,5,2019091412
515,dataset\2019091500.jpg,5,2019091500
516,dataset\2019091512.jpg,5,2019091512
517,dataset\2019091600.jpg,1,2019091600
518,dataset\2019091612.jpg,5,2019091612
519,dataset\2019091700.jpg,5,2019091700
520,dataset\2019091712.jpg,5,2019091712
521,dataset\2019091800.jpg,5,2019091800
522,dataset\2019091812.jpg,5,2019091812
523,dataset\2019091900.jpg,1,2019091900
524,dataset\2019091912.jpg,5,2019091912
525,dataset\2019092000.jpg,5,2019092000
526,dataset\2019092012.jpg,4,2019092012
527,dataset\2019092100.jpg,5,2019092100
528,dataset\2019092112.jpg,5,2019092112
529,dataset\2019092200.jpg,5,2019092200
530,dataset\2019092212.jpg,5,2019092212
531,dataset\2019092300.jpg,5,2019092300
532,dataset\2019092312.jpg,5,2019092312
533,dataset\2019092400.jpg,1,2019092400
534,dataset\2019092412.jpg,5,2019092412
535,dataset\2019092500.jpg,1,2019092500
536,dataset\2019092512.jpg,1,2019092512
537,dataset\2019092600.jpg,1,2019092600
538,dataset\2019092612.jpg,0,2019092612
539,dataset\2019092700.jpg,5,2019092700
540,dataset\2019092712.jpg,5,2019092712
541,dataset\2019092800.jpg,5,2019092800
542,dataset\2019092812.jpg,5,2019092812
543,dataset\2019092900.jpg,5,2019092900
544,dataset\2019092912.jpg,5,2019092912
545,dataset\2019093000.jpg,1,2019093000
546,dataset\2019093012.jpg,5,2019093012
547,dataset\2019100100.jpg,5,2019100100
548,dataset\2019100112.jpg,5,2019100112
549,dataset\2019100200.jpg,5,2019100200
550,dataset\2019100212.jpg,5,2019100212
551,dataset\2019100300.jpg,1,2019100300
552,dataset\2019100312.jpg,1,2019100312
553,dataset\2019100400.jpg,5,2019100400
554,dataset\2019100412.jpg,0,2019100412
555,dataset\2019100500.jpg,1,2019100500
556,dataset\2019100512.jpg,1,2019100512
557,dataset\2019100600.jpg,1,2019100600
558,dataset\2019100612.jpg,1,2019100612
559,dataset\2019100700.jpg,1,2019100700
560,dataset\2019100712.jpg,5,2019100712
561,dataset\2019100800.jpg,1,2019100800
562,dataset\2019100812.jpg,5,2019100812
563,dataset\2019100900.jpg,5,2019100900
564,dataset\2019100912.jpg,5,2019100912
565,dataset\2019101000.jpg,5,2019101000
566,dataset\2019101012.jpg,5,2019101012
567,dataset\2019101100.jpg,5,2019101100
568,dataset\2019101112.jpg,0,2019101112
569,dataset\2019101200.jpg,0,2019101200
570,dataset\2019101212.jpg,0,2019101212
571,dataset\2019101300.jpg,0,2019101300
572,dataset\2019101312.jpg,5,2019101312
573,dataset\2019101400.jpg,1,2019101400
574,dataset\2019101412.jpg,5,2019101412
575,dataset\2019101500.jpg,5,2019101500
576,dataset\2019101512.jpg,5,2019101512
577,dataset\2019101600.jpg,5,2019101600
578,dataset\2019101612.jpg,5,2019101612
579,dataset\2019101700.jpg,5,2019101700
580,dataset\2019101712.jpg,5,2019101712
581,dataset\2019101800.jpg,5,2019101800
582,dataset\2019101812.jpg,5,2019101812
583,dataset\2019101900.jpg,5,2019101900
584,dataset\2019101912.jpg,5,2019101912
585,dataset\2019102000.jpg,5,2019102000
586,dataset\2019102012.jpg,5,2019102012
587,dataset\2019102100.jpg,5,2019102100
588,dataset\2019102112.jpg,5,2019102112
589,dataset\2019102200.jpg,5,2019102200
590,dataset\2019102212.jpg,0,2019102212
591,dataset\2019102300.jpg,1,2019102300
592,dataset\2019102312.jpg,1,2019102312
593,dataset\2019102400.jpg,1,2019102400
594,dataset\2019102412.jpg,5,2019102412
595,dataset\2019102500.jpg,5,2019102500
596,dataset\2019102512.jpg,0,2019102512
597,dataset\2019102600.jpg,5,2019102600
598,dataset\2019102612.jpg,5,2019102612
599,dataset\2019102700.jpg,5,2019102700
600,dataset\2019102712.jpg,1,2019102712
601,dataset\2019102800.jpg,1,2019102800
602,dataset\2019102812.jpg,5,2019102812
603,dataset\2019102900.jpg,5,2019102900
604,dataset\2019102912.jpg,5,2019102912
605,dataset\2019103000.jpg,5,2019103000
606,dataset\2019103012.jpg,5,2019103012
607,dataset\2019103100.jpg,5,2019103100
608,dataset\2019103112.jpg,1,2019103112
609,dataset\2019110100.jpg,1,2019110100
610,dataset\2019110112.jpg,1,2019110112
611,dataset\2019110200.jpg,1,2019110200
612,dataset\2019110212.jpg,1,2019110212
613,dataset\2019110300.jpg,1,2019110300
614,dataset\2019110312.jpg,0,2019110312
615,dataset\2019110400.jpg,1,2019110400
616,dataset\2019110412.jpg,5,2019110412
617,dataset\2019110500.jpg,5,2019110500
618,dataset\2019110512.jpg,5,2019110512
619,dataset\2019110600.jpg,1,2019110600
620,dataset\2019110612.jpg,5,2019110612
621,dataset\2019110700.jpg,1,2019110700
622,dataset\2019110712.jpg,1,2019110712
623,dataset\2019110800.jpg,5,2019110800
624,dataset\2019110812.jpg,5,2019110812
625,dataset\2019110900.jpg,5,2019110900
626,dataset\2019110912.jpg,0,2019110912
627,dataset\2019111000.jpg,5,2019111000
628,dataset\2019111012.jpg,5,2019111012
629,dataset\2019111100.jpg,5,2019111100
630,dataset\2019111112.jpg,5,2019111112
631,dataset\2019111200.jpg,5,2019111200
632,dataset\2019111212.jpg,1,2019111212
633,dataset\2019111300.jpg,5,2019111300
634,dataset\2019111312.jpg,1,2019111312
635,dataset\2019111400.jpg,5,2019111400
636,dataset\2019111412.jpg,5,2019111412
637,dataset\2019111500.jpg,1,2019111500
638,dataset\2019111512.jpg,5,2019111512
639,dataset\2019111600.jpg,5,2019111600
640,dataset\2019111612.jpg,1,2019111612
641,dataset\2019111700.jpg,1,2019111700
642,dataset\2019111712.jpg,1,2019111712
643,dataset\2019111800.jpg,1,2019111800
644,dataset\2019111812.jpg,5,2019111812
645,dataset\2019111900.jpg,5,2019111900
646,dataset\2019111912.jpg,5,2019111912
647,dataset\2019112000.jpg,5,2019112000
648,dataset\2019112012.jpg,5,2019112012
649,dataset\2019112100.jpg,1,2019112100
650,dataset\2019112112.jpg,5,2019112112
651,dataset\2019112200.jpg,1,2019112200
652,dataset\2019112212.jpg,1,2019112212
653,dataset\2019112300.jpg,1,2019112300
654,dataset\2019112312.jpg,1,2019112312
655,dataset\2019112400.jpg,1,2019112400
656,dataset\2019112412.jpg,1,2019112412
657,dataset\2019112500.jpg,1,2019112500
658,dataset\2019112512.jpg,0,2019112512
659,dataset\2019112600.jpg,1,2019112600
660,dataset\2019112612.jpg,5,2019112612
661,dataset\2019112700.jpg,1,2019112700
662,dataset\2019112712.jpg,1,2019112712
663,dataset\2019112800.jpg,5,2019112800
664,dataset\2019112812.jpg,0,2019112812
665,dataset\2019112900.jpg,1,2019112900
666,dataset\2019112912.jpg,1,2019112912
667,dataset\2019113000.jpg,1,2019113000
668,dataset\2019113012.jpg,5,2019113012
669,dataset\2019120100.jpg,1,2019120100
670,dataset\2019120112.jpg,1,2019120112
671,dataset\2019120200.jpg,1,2019120200
672,dataset\2019120212.jpg,5,2019120212
673,dataset\2019120300.jpg,1,2019120300
